,index,topic,perspective,index,topic_tar_combined_score,persp_tar_combined_score,topic_inds_combined_score,persp_inds_combined_score,index,topic_tar_norm_syn_score,persp_tar_norm_syn_score,topic_inds_norm_syn_score,persp_inds_norm_syn_score,index,topic_tar_norm_cosine_score,persp_tar_norm_cosine_score,topic_inds_norm_cosine_score,persp_inds_norm_cosine_score
223,0,The International Criminal Court is a force for good,The ICC interferes with national operations (both military and humanitarian) because of how loosely the Rome Statue can be interpreted.,0,force,military,"[6, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,force,military,"[6, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,court,icc,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
224,0,The International Criminal Court is a force for good,The ICC impedes a nation's core operations as as Rome Statue is not rigid in its interpretation,0,force,core operations,"[6, -1, -1, -1, -1]","[6, 7, -1, -1, -1]",0,force,nation,"[6, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,court,icc,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
225,0,The International Criminal Court is a force for good,The Rome Statute of the ICC hinders national operations due to its wide flexibility.,0,court,icc hinders,"[3, -1, -1, -1, -1]","[5, 6, -1, -1, -1]",0,court,statute,"[3, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,court,icc hinders,"[3, -1, -1, -1, -1]","[5, 6, -1, -1, -1]"
226,0,The International Criminal Court is a force for good,The ICC infringes upon national sovereignty by inherently implying that there is a higher court nations must answer to.,0,court,court nations,"[3, -1, -1, -1, -1]","[14, 15, -1, -1, -1]",0,court,court nations,"[3, -1, -1, -1, -1]","[14, 15, -1, -1, -1]",0,court,icc,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
227,0,The International Criminal Court is a force for good,The ICC's criminal court marginalizes individual national courts.,0,court,court,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,court,court,"[3, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,court,icc,"[3, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
228,0,The International Criminal Court is a force for good,The ICC messes up national independence by marginalizing individual member courts.,0,court,member courts,"[3, -1, -1, -1, -1]","[9, 10, -1, -1, -1]",0,court,member courts,"[3, -1, -1, -1, -1]","[9, 10, -1, -1, -1]",0,force,member courts,"[6, -1, -1, -1, -1]","[9, 10, -1, -1, -1]"
229,0,A common EU foreign policy should be favored,There have been tests on the EU's ability to create a common foreign policy that it has failed.,0,policy,policy,"[4, -1, -1, -1, -1]","[14, -1, -1, -1, -1]",0,policy,policy,"[4, -1, -1, -1, -1]","[14, -1, -1, -1, -1]",0,policy,ability,"[4, -1, -1, -1, -1]","[8, -1, -1, -1, -1]"
230,0,A common EU foreign policy should be favored,Tests have been failed by the EU on its ability to create a common foreign policy.,0,policy,policy,"[4, -1, -1, -1, -1]","[15, -1, -1, -1, -1]",0,policy,policy,"[4, -1, -1, -1, -1]","[15, -1, -1, -1, -1]",0,policy,policy,"[4, -1, -1, -1, -1]","[15, -1, -1, -1, -1]"
231,0,A common EU foreign policy should be favored,"The ability of the EU to create a common foreign policy is a failure, as shown from multiple tests.",0,policy,policy,"[4, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,policy,policy,"[4, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,policy,policy,"[4, -1, -1, -1, -1]","[10, -1, -1, -1, -1]"
232,0,A common EU foreign policy should be favored,"The EU has already been unifying on multiple fronts, this is just a step in the same direction.",0,policy,fronts,"[4, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,policy,direction,"[4, -1, -1, -1, -1]","[17, -1, -1, -1, -1]",0,policy,eu,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
233,0,A common EU foreign policy should be favored,"The EU has been making incremental steps, like this one, towards unification",0,policy,steps,"[4, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,policy,steps,"[4, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,policy,eu,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
234,0,A common EU foreign policy should be favored,The EU has been coming closer with  mutual agreements in varied areas.,0,policy,agreements,"[4, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,policy,agreements,"[4, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,policy,eu,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
235,0,A common EU foreign policy should be favored,The European Union is too centralised,0,policy,union,"[4, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,policy,union,"[4, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,policy,union,"[4, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
236,0,Smokers should be denied access to state healthcare,Denying access to healthcare for smokers will hurt the economy,0,access,access,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,smokers,smokers,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,access,access,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
237,0,Smokers should be denied access to state healthcare,Denying access to healthcare for smokers will lead to thousands of people being turned away and potentially dying from preventable illnesses,0,access,access,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,smokers,smokers,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,access,access,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
238,0,Smokers should be denied access to state healthcare,"As smokers have a higher chance of harm from surgery due to complications arising from their habit, it is more efficient to prioritize non-smokers",0,smokers,smokers,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,smokers,smokers,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,state healthcare,chance,"[6, 7, -1, -1, -1]","[5, -1, -1, -1, -1]"
239,0,Smokers should be denied access to state healthcare,"Because of problems from surgery being higher due to complications from smoking, it's more efficient when prioritizing those who don't smoke.",0,state healthcare,complications,"[6, 7, -1, -1, -1]","[9, -1, -1, -1, -1]",0,state healthcare,complications,"[6, 7, -1, -1, -1]","[9, -1, -1, -1, -1]",0,state healthcare,complications,"[6, 7, -1, -1, -1]","[9, -1, -1, -1, -1]"
240,0,Smokers should be denied access to state healthcare,"Due to surgery creating more problems for smokers that arise from their smoking, it's more efficient simply prioritizing non-smokers.",0,smokers,smokers,"[0, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,smokers,smokers,"[0, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,access,smokers,"[4, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
241,0,Smokers should be denied access to state healthcare,Smokers are a drain on economic resources,0,smokers,smokers,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,smokers,smokers,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,access,drain,"[4, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
242,0,Smokers should be denied access to state healthcare,The economic resources are shown to be drained by smokers.,0,smokers,smokers,"[0, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,smokers,smokers,"[0, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,state healthcare,resources,"[6, 7, -1, -1, -1]","[2, -1, -1, -1, -1]"
243,0,Smokers should be denied access to state healthcare,One drain on economic resources are smokers.,0,smokers,smokers,"[0, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,smokers,smokers,"[0, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,state healthcare,resources,"[6, 7, -1, -1, -1]","[4, -1, -1, -1, -1]"
244,0,Smokers should be denied access to state healthcare,Denying healthcare to smokers is a restriction on people's liberties,0,state healthcare,healthcare,"[6, 7, -1, -1, -1]","[1, -1, -1, -1, -1]",0,smokers,smokers,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,state healthcare,smokers,"[6, 7, -1, -1, -1]","[3, -1, -1, -1, -1]"
245,0,Smokers should be denied access to state healthcare,Denying healthcare to smokers alone is victimization,0,state healthcare,healthcare,"[6, 7, -1, -1, -1]","[1, -1, -1, -1, -1]",0,state healthcare,healthcare,"[6, 7, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,healthcare,"[4, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
246,0,Smokers should be denied access to state healthcare,Denying healthcare to smokers is impractical,0,state healthcare,healthcare,"[6, 7, -1, -1, -1]","[1, -1, -1, -1, -1]",0,smokers,smokers,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,state healthcare,smokers,"[6, 7, -1, -1, -1]","[3, -1, -1, -1, -1]"
247,0,Cannabis should be legalised,Cannabis is a gateway drug,0,cannabis,drug,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,cannabis,drug,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
248,0,Cannabis should be legalised,using cannabis leads to other drugs,0,cannabis,cannabis leads,"[0, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,cannabis,cannabis leads,"[0, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,cannabis,cannabis leads,"[0, -1, -1, -1, -1]","[1, 2, -1, -1, -1]"
249,0,Cannabis should be legalised,being involved with people who use cannabis exposes you to other drug use,0,cannabis,drug,"[0, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,cannabis,drug,"[0, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,cannabis,exposes,"[0, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
250,0,Cannabis should be legalised,Uncertainty over the effects of cannabis means it is best to be prudent,0,cannabis,cannabis means,"[0, -1, -1, -1, -1]","[5, 6, -1, -1, -1]",0,cannabis,cannabis means,"[0, -1, -1, -1, -1]","[5, 6, -1, -1, -1]",0,cannabis,cannabis means,"[0, -1, -1, -1, -1]","[5, 6, -1, -1, -1]"
251,0,Cannabis should be legalised,before there is enough known about cannabis use it is wise to be careful,0,cannabis,cannabis use,"[0, -1, -1, -1, -1]","[6, 7, -1, -1, -1]",0,cannabis,cannabis use,"[0, -1, -1, -1, -1]","[6, 7, -1, -1, -1]",0,cannabis,cannabis use,"[0, -1, -1, -1, -1]","[6, 7, -1, -1, -1]"
252,0,Cannabis should be legalised,People should be allowed to do whatever they want to their own bodies,0,cannabis,bodies,"[0, -1, -1, -1, -1]","[12, -1, -1, -1, -1]",0,cannabis,people,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,cannabis,bodies,"[0, -1, -1, -1, -1]","[12, -1, -1, -1, -1]"
253,0,Cannabis should be legalised,Cannabis is harmful,0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]"
254,0,Cannabis should be legalised,cannabis makes you lazy,0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]"
255,0,Cannabis should be legalised,smoking cannabis keeps you from focusing,0,cannabis,keeps,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,cannabis,keeps,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,cannabis,keeps,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
256,0,Cannabis should be legalised,Cannabis opens the mind in a positive and beneficial manner,0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,cannabis,manner,"[0, -1, -1, -1, -1]","[9, -1, -1, -1, -1]"
257,0,Cannabis should be legalised,using cannabis has more benefits than not using,0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
258,0,Cannabis should be legalised,there are no negative side effects to the use of cannabis,0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[10, -1, -1, -1, -1]"
259,0,Cannabis should be legalised,"If cannabis was legalized, it could be regulated",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,cannabis,cannabis,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
260,0,Cannabis should be legalised,If legalized it can be monitored and taxed.,0,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",0,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",0,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
261,0,Cannabis should be legalised,Legal weed is subject to laws and is safer.,0,cannabis,weed,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,cannabis,weed,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,cannabis,weed,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
262,0,Cannabis should be legalised,"Alcohol and tobacco are more harmful drugs, yet remain legal.",0,cannabis,drugs,"[0, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,cannabis,drugs,"[0, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,cannabis,drugs,"[0, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
263,0,Cannabis should be legalised,Other addictive substances are legal.,0,cannabis,substances,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,cannabis,substances,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,cannabis,substances,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
264,0,Cannabis should be legalised,Banning weed will lead to other bans.,0,cannabis,weed,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,cannabis,weed,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,cannabis,weed,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
265,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Defending hip hop artists’ right to free speech,0,lyrics,hip hop,"[2, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,music,speech,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,lyrics,hip hop,"[2, -1, -1, -1, -1]","[1, 2, -1, -1, -1]"
266,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,everyone deserves free speech,0,music,speech,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,music,speech,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,lyrics,speech,"[2, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
267,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,hip hop artists have a right to free speech,0,lyrics,hip hop artists,"[2, -1, -1, -1, -1]","[0, 1, 2, -1, -1]",0,music,speech,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,lyrics,hip hop artists,"[2, -1, -1, -1, -1]","[0, 1, 2, -1, -1]"
268,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,ban music that glorifies crime because of the influence it has on children,0,music,ban music,"[0, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,music,ban music,"[0, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,lifestyles,influence,"[8, -1, -1, -1, -1]","[8, -1, -1, -1, -1]"
269,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,music that glorifies crime should be banned,0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,lifestyles,crime,"[8, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
270,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,music that glorifies crime needs to be banned,0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,lifestyles,crime needs,"[8, -1, -1, -1, -1]","[3, 4, -1, -1, -1]"
271,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Censoring Art Is Dangerous,0,music,art,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,music,art,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,lyrics,art,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
272,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,It is dangerous to censor art.,0,music,art,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,music,art,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,lyrics,art,"[2, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
273,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Censoring art is extremely bad.,0,music,art,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,music,art,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,lyrics,art,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
274,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Music depicting violence to women causes and sustains the cycle of violence.,0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,lyrics,violence,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
275,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,people are influenced by violent music,0,music,music,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
276,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,violent music harms families ,0,music,music harms families,"[0, -1, -1, -1, -1]","[1, 2, 3, -1, -1]",0,music,music harms families,"[0, -1, -1, -1, -1]","[1, 2, 3, -1, -1]",0,music,music harms families,"[0, -1, -1, -1, -1]","[1, 2, 3, -1, -1]"
277,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"To ban music that encourages violence against women would be done with the intention of protecting women; if it is necessary to paint them as the victims of violence that they are, that is a small price to pay. Furthermore, bans on child pornography would",0,music,music,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,lifestyles,women,"[8, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
278,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"If we change violent music, we can end the violence in society.",0,music,music,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
279,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"Violence is music leads to violence in real life, so ending violent music would lessen violence in real life.",0,music,music,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,lifestyles,music,"[8, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
280,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,A change is needed to stop the cycle of violence.,0,lyrics,change,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,lyrics,change,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,lifestyles,violence,"[8, -1, -1, -1, -1]","[9, -1, -1, -1, -1]"
281,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Harmful speech needs to be filtered,0,lyrics,speech needs,"[2, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,music,speech needs,"[0, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,lyrics,speech needs,"[2, -1, -1, -1, -1]","[1, 2, -1, -1, -1]"
282,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"When harmful speech is glorified in music, it leads to bad things in real life. ",0,music,music,"[0, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,lifestyles,things,"[8, -1, -1, -1, -1]","[11, -1, -1, -1, -1]"
283,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Filtering hate speech will keep it out of the mainstream and out of our lives.,0,music,hate speech,"[0, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,music,hate speech,"[0, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,lyrics,hate speech,"[2, -1, -1, -1, -1]","[1, 2, -1, -1, -1]"
284,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,People are justified in listening to violent music,0,music,music,"[0, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
285,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,People have the right to listen to whatever music they want to.,0,music,music,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,lifestyles,people,"[8, -1, -1, -1, -1]","[0, -1, -1, -1, -1]"
286,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Violent music can be listened to without people going out and doing what the music says.,0,music,music,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
287,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,A ban is necessary for progress in the status of women.,0,lyrics,progress,"[2, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,lyrics,progress,"[2, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,lifestyles,status,"[8, -1, -1, -1, -1]","[8, -1, -1, -1, -1]"
288,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,To ban violent music against weapon is to support positive status of women in society.,0,music,music,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
289,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Music depicting violence against women encourages men (and women) not to respect women.,0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,lyrics,violence,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
290,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Both sexes are encouraged lose respect for women when music depicts violence against women.,0,music,music,"[0, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,lyrics,violence,"[2, -1, -1, -1, -1]","[11, -1, -1, -1, -1]"
291,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Music depicting violence against women discourages respect of women in men and women.,0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,lyrics,violence,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
292,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,The violent music encourages disrespect toward women,0,music,music encourages,"[0, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,music,music encourages,"[0, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,music,music encourages,"[0, -1, -1, -1, -1]","[2, 3, -1, -1, -1]"
293,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Music about violence against women  doesn't help the perception of women,0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,lyrics,violence,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
294,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,It would be easy to apply restrictions on music.,0,music,music,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,lifestyles,music,"[8, -1, -1, -1, -1]","[8, -1, -1, -1, -1]"
295,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,It would be highly impractical to ban this music glorifying violence.,0,music,music,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,music,violence,"[0, -1, -1, -1, -1]","[10, -1, -1, -1, -1]"
296,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,It would not be at all practical to ban music glorifying violence.,0,music,music,"[0, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,lyrics,violence,"[2, -1, -1, -1, -1]","[11, -1, -1, -1, -1]"
297,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Banning this music that glorifies violence is totally impractical.,0,music,music,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
298,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,It is not realistic to expect a ban of violent music,0,music,music,"[0, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[10, -1, -1, -1, -1]"
299,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,"To ban this type of music encourages the viewing of women as helpless, victim figures.",0,music,music,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
300,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Women would be seen as helpless victims if we banned this type of music.,0,music,music,"[0, -1, -1, -1, -1]","[13, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[13, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[13, -1, -1, -1, -1]"
301,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned, It would encourage the viewing of women as helpless victims if this type of music was banned.,0,music,music,"[0, -1, -1, -1, -1]","[14, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[14, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[14, -1, -1, -1, -1]"
302,0,Music containing lyrics that glorify violent and criminal lifestyles should be banned,Banning the music would only make women seen more like victims,0,music,music,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,music,music,"[0, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,lyrics,music,"[2, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
